RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,USFDTESTDATE,LRRR,KM,METER,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,SERVICE_LIFE,FRACTURE_DATE,LAYINGDATE,DURATION
NWR,AII,MJ PNU,UP,2018-07-15-00.00.00,3:34,52KG,22.34,130,Dec-98,645.21,SEJ,GR,2018-06-23-00.00.00,LR,638,364,22.9,LWR,CURVE,525,7/15/2018,12/1/1998,7166.00
NWR,JP,AWR-BKI,UP,2018-11-14-00.00.00,7:10,52KG,25.21,130,Apr-99,402.4,SEJ,GR,2018-10-12-00.00.00,RR,133,357,22.9,LWR,STRAIGHT,525,11/14/2018,4/1/1999,7167.00
NR,MB,MB-NBD,UP,2018-01-18-00.00.00,3:50,52KG,31.19,100,Jun-98,427.09,RAIL,GR,2018-01-01-00.00.00,RR,1463,152,22.32,LWR,STRAIGHT,525,1/18/2018,6/1/1998,7171.00
NR,LKO,BBK-LBH,UP,2023-11-20-00.00.00,0:40,52KG,16.725,100,Apr-04,491,SEJ,GR,2023-10-31-00.00.00,LR,1083,774,22.32,LWR,CURVE,525,11/20/2023,4/1/2004,7172.00
NR,MB,MZM-LRJ,UP,2018-07-22-00.00.00,1:10,52KG,30.86,100,Dec-98,432.54,SEJ,GR,2018-05-31-00.00.00,RR,1533,383,22.32,LWR,STRAIGHT,525,7/22/2018,12/1/1998,7173.00
CR,NGP,TAE-BPQ,DN,2019-05-23-00.00.00,7:55,60KG,32.61,130,Oct-99,945.37,RAIL,GR,2019-03-29-00.00.00,LR,880,606,22.9,SWR,STRAIGHT,800,5/23/2019,10/1/1999,7174.00
NCR,JHS,AIT BZM,DN,2017-11-22-00.00.00,5:50,52KG,12.64,110,Apr-98,370.14,RAIL,GR,2017-09-07-00.00.00,LR,1289,12,22.32,LWR,STRAIGHT,525,11/22/2017,4/1/1998,7175.00
NWR,JP,AWR-BKI,UP,2018-11-22-00.00.00,7:35,52KG,25.21,130,Apr-99,402.4,SEJ,GR,2018-10-12-00.00.00,RR,133,457,22.9,LWR,STRAIGHT,525,11/22/2018,4/1/1999,7175.00
NR,LKO,FD-BBK,DN,2018-11-23-00.00.00,2:15,52KG,38.85,100,Apr-99,391.31,SEJ,GR,2018-09-04-00.00.00,RR,1035,644,22.32,LWR,STRAIGHT,525,11/23/2018,4/1/1999,7176.00
ECOR,WAT,KRPU-KRDL,DN,2018-06-27-00.00.00,8:45,60KG,23.35,75,Nov-98,596.47,SEJ,GR,2018-06-08-00.00.00,RR,381,239,25,LWR,STRAIGHT,800,6/27/2018,11/1/1998,7178.00
SWR,SBC,OML-LOGH,SL,2016-08-27-00.00.00,4:00,52KG,9.39,110,Jan-97,117.26,RAIL,GR,2016-08-19-00.00.00,LR,162,234,22.9,LWR,STRAIGHT,525,8/27/2016,1/1/1997,7178.00
WCR,KOTA,KTT SWM,DN,2025-01-25-00.00.00,2:27,60KG,44.13,130,Jun-05,856,SEJ,GR,2024-12-05-00.00.00,RR,1009,658,22.9,LWR,CURVE,800,1/25/2025,6/1/2005,7178.00
ER,HWH,BLY-SKG,Up Chord,2016-08-29-00.00.00,9:40,60KG,29.07,130,Jan-97,441.9,RAIL,GR,2016-08-20-00.00.00,LR,40,939,22.32,SWR,STRAIGHT,800,8/29/2016,1/1/1997,7180.00
ER,HWH,BLY-SKG,Up Chord,2016-08-29-00.00.00,9:40,60KG,29.07,130,Jan-97,441.9,RAIL,GR,2016-08-20-00.00.00,LR,40,939,22.32,SWR,STRAIGHT,800,8/29/2016,1/1/1997,7180.00
NR,MB,MB-NBD,UP,2019-09-29-00.00.00,9:00,52KG,30.29,100,Feb-00,461.62,SEJ,OBS Joggled Plate,2019-08-18-00.00.00,LR,1495,126,22.32,LWR,CURVE,525,9/29/2019,2/1/2000,7180.00
WR,BVP,RJT-JLR,SL,2022-10-27-00.00.00,23:05,52KG,6.75,110,Mar-03,99.83,SEJ,GR,2021-10-20-00.00.00,RR,64,863,22.32,LWR,STRAIGHT,525,10/27/2022,3/1/2003,7180.00
NR,JAT,SCPD-PTKC,UP,2016-12-28-00.00.00,6:45,52KG,24.1,110,May-97,344.22,RAIL,GR,2016-12-15-00.00.00,LR,48,947,22.32,SWR,CURVE,525,12/28/2016,5/1/1997,7181.00
ECR,SPJ,NKE-CPJ,SL,2018-11-29-00.00.00,6:17,52KG,19.91,110,Apr-99,530.95,SEJ,GR,2018-11-10-00.00.00,LR,290,750,22.32,LWR,STRAIGHT,525,11/29/2018,4/1/1999,7182.00
NR,DLI,ROK-JHI,DN,2018-12-30-00.00.00,7:30,52KG,33.41,110,May-99,446.49,SEJ,GR,2018-12-01-00.00.00,RR,82,817,22.32,LWR,STRAIGHT,525,12/30/2018,5/1/1999,7183.00
NR,DLI,DLI-ROK,DN,2019-12-02-00.00.00,7:30,52KG,35.22,100,Apr-00,525.88,SEJ,GR,2019-09-29-00.00.00,RR,65,390,22.32,LWR,STRAIGHT,525,12/2/2019,4/1/2000,7184.00
ECR,DNR,PNBE-ARA,UP,2025-01-01-00.00.00,23:33,60KG,29.395,130,May-05,596,SEJ,GR,2024-12-30-00.00.00,RR,590,73,22.32,LWR,STRAIGHT,800,1/1/2025,5/1/2005,7185.00
SR,MAS,AJJ - WJR,UP,2020-07-04-00.00.00,5:35,52KG,22.68,130,Nov-00,516.46,SEJ,GR,2020-05-20-00.00.00,LR,68,535,22.9,SWR,STRAIGHT,525,7/4/2020,11/1/2000,7185.00
SR,PGT,SRR - NTVT A,DN,2017-09-03-00.00.00,23:00,52KG,13.84,110,Jan-98,221.53,RAIL,GR,2017-08-03-00.00.00,RR,677,140,22.32,SWR,CURVE,525,9/3/2017,1/1/1998,7185.00
NR,MB,MZM-LRJ,UP,2018-08-05-00.00.00,17:30,52KG,30.86,100,Dec-98,434.87,SEJ,GR,2018-07-26-00.00.00,RR,1533,929,22.32,LWR,STRAIGHT,525,8/5/2018,12/1/1998,7187.00
ECOR,WAT,KTV-KRPU,SL,2018-01-05-00.00.00,9:55,60KG,29.13,110,May-98,532.18,RAIL,GR,2017-12-17-00.00.00,RR,80,0,25,SWR,CURVE,800,1/5/2018,5/1/1998,7189.00
NR,MB,MZM-LRJ,DN,2020-05-08-00.00.00,6:25,52KG,27.38,100,Sep-00,396.34,SEJ,GR,2020-05-06-00.00.00,LR,1512,272,22.32,LWR,STRAIGHT,525,5/8/2020,9/1/2000,7189.00
NR,LKO,SLN-UTR,DN,2018-12-08-00.00.00,5:00,52KG,14.68,110,Apr-99,307.25,SEJ,GR,2018-06-24-00.00.00,RR,981,396,22.32,LWR,STRAIGHT,525,12/8/2018,4/1/1999,7191.00
WR,BRC,SMLA-GDA,UP,2018-01-07-00.00.00,6:30,60KG,34.99,130,May-98,625.47,RAIL,GR,2017-12-06-00.00.00,RR,444,470,22.32,LWR,STRAIGHT,800,1/7/2018,5/1/1998,7191.00
NR,JAT,SCPD-PTKC,UP,2016-01-11-00.00.00,1:20,52KG,24.1,110,May-96,330.46,RAIL,GR,2015-12-30-00.00.00,LR,66,768,22.32,LWR,STRAIGHT,525,1/11/2016,5/1/1996,7194.00
SWR,SBC,JTJ-SBC,UP,2018-10-13-00.00.00,8:35,52KG,19.49,130,Feb-99,275.16,SEJ,GR,2018-10-11-00.00.00,RR,303,413,22.9,LWR,STRAIGHT,525,10/13/2018,2/1/1999,7194.00
NWR,AII,AII MJ,UP,2017-11-11-00.00.00,9:00,52KG,14.3,130,Mar-98,325,RAIL,GR,2017-08-22-00.00.00,LR,365,612,22.9,LWR,STRAIGHT,525,11/11/2017,3/1/1998,7195.00
ECR,DNR,ARA-DLN,DN,2017-01-12-00.00.00,6:15,52KG,23.5,130,May-97,555.02,RAIL,GR,2016-11-23-00.00.00,LR,619,709,22.32,LWR,STRAIGHT,525,1/12/2017,5/1/1997,7196.00
NR,JAT,SCPD-PTKC,UP,2016-01-13-00.00.00,4:50,52KG,24.1,110,May-96,330.46,RAIL,GR,2015-12-30-00.00.00,LR,67,834,22.32,LWR,STRAIGHT,525,1/13/2016,5/1/1996,7196.00
SR,PGT,SRR - NTVT A,DN,2021-01-14-00.00.00,6:00,52KG,13.79,110,May-01,262.25,SEJ,GR,2020-08-04-00.00.00,LR,655,9992,22.32,LWR,STRAIGHT,525,1/14/2021,5/1/2001,7198.00
SR,PGT,SRR - NTVT A,DN,2016-07-18-00.00.00,11:20,52KG,13.57,110,Nov-96,218.73,RAIL,GR,2016-07-14-00.00.00,RR,724,530,22.32,LWR,STRAIGHT,525,7/18/2016,11/1/1996,7199.00
ECR,SPJ,MNE -SHC,SL,2025-01-16-00.00.00,6:17,52KG,17.985,100,May-05,364,SEJ,GR,2024-12-17-00.00.00,RR,9,624,22.32,FP/SR,STRAIGHT,525,1/16/2025,5/1/2005,7200.00
NR,DLI,ROK-JHI,DN,2019-01-16-00.00.00,1:25,52KG,33.95,110,May-99,449.1,SEJ,GR,2018-11-27-00.00.00,RR,94,66,22.32,LWR,STRAIGHT,525,1/16/2019,5/1/1999,7200.00
NR,LKO,PFM-PYG,UP,2019-02-16-00.00.00,6:35,52KG,,110,Jun-99,467.25,SEJ,GR,2018-12-26-00.00.00,RR,148,224,22.32,LWR,STRAIGHT,525,2/16/2019,6/1/1999,7200.00
NWR,JP,AWR-BKI,UP,2022-12-17-00.00.00,3:16,52KG,12.74,130,Apr-03,385.25,SEJ,GR,2022-08-17-00.00.00,RR,107,149,22.9,LWR,STRAIGHT,525,12/17/2022,4/1/2003,7200.00
ECR,DDU,DLN-DDU,UP,2023-01-17-00.00.00,3:12,52KG,22.119,130,May-03,449.39,RAIL,GR,2022-10-31-00.00.00,RR,750,830,22.32,LWR,STRAIGHT,525,1/17/2023,5/1/2003,7201.00
NR,LKO,ZBD-SLN,UP,2020-12-19-00.00.00,7:20,60KG,21.12,110,Apr-01,285.9,SEJ,GR,2020-11-11-00.00.00,RR,865,149,22.32,SWR,STRAIGHT,800,12/19/2020,4/1/2001,7202.00
SWR,SBC,OML-LOGH,SL,2019-06-21-00.00.00,9:30,52KG,8.37,110,Oct-99,132.04,SEJ,GR,2018-10-04-00.00.00,RR,212,579,22.9,LWR,CURVE,525,6/21/2019,10/1/1999,7203.00
CR,NGP,BTBR-NGP,DN,2017-08-22-00.00.00,18:00,60KG,51.58,130,Dec-97,679.52,RAIL,GR,2017-07-08-00.00.00,LR,836,1007,22.9,SWR,STRAIGHT,800,8/22/2017,12/1/1997,7204.00
SWR,SBC,JTJ-SBC,UP,2018-10-23-00.00.00,8:10,52KG,19.49,130,Feb-99,275.16,SEJ,GR,2018-10-11-00.00.00,LR,301,667,22.9,LWR,CURVE,525,10/23/2018,2/1/1999,7204.00
ECR,SPJ,NKE-CPJ,UP,2018-12-23-00.00.00,7:00,52KG,16.42,110,Apr-99,419.82,SEJ,GR,2018-12-21-00.00.00,RR,262,750,22.32,LWR,STRAIGHT,525,12/23/2018,4/1/1999,7206.00
NWR,JP,BKIJP,DN,2020-12-24-00.00.00,5:40,52KG,20.86,130,Apr-01,492.11,SEJ,GR,2020-10-30-00.00.00,RR,212,160,22.9,LWR,STRAIGHT,525,12/24/2020,4/1/2001,7207.00
SWR,MYS,HAS MAJN,SL,2018-02-23-00.00.00,7:00,52KG,7.19,65,Jun-98,101.13,RAIL,GR,2017-03-26-00.00.00,LR,40,639,22.32,LWR,CURVE,525,2/23/2018,6/1/1998,7207.00
SER,KGP,NMP - TATA,DN,2020-08-26-00.00.00,20:38,60KG,61.57,130,Dec-00,785.89,SEJ,GR,2020-07-14-00.00.00,RR,152,680,25,LWR,STRAIGHT,800,8/26/2020,12/1/2000,7208.00
NR,LKO,FD-BBK,DN,2018-12-26-00.00.00,4:30,52KG,38.85,100,Apr-99,394.07,SEJ,OBS Joggled Plate,2018-12-01-00.00.00,LR,1037,775,22.32,LWR,STRAIGHT,525,12/26/2018,4/1/1999,7209.00
NR,LKO,ABP-FD,DN,2019-09-29-00.00.00,9:30,52KG,,100,Jan-00,405.41,SEJ,GR,2019-08-06-00.00.00,RR,965,160,22.32,LWR,STRAIGHT,525,9/29/2019,1/1/2000,7211.00
ECR,DDU,DDU-CAR,UP,2018-01-30-00.00.00,13:22,60KG,49.43,130,May-98,1323.88,RAIL,GR,2018-01-16-00.00.00,LR,674,541,22.32,FP/SR,STRAIGHT,800,1/30/2018,5/1/1998,7214.00
SR,PGT,SRR - NTVT A,DN,2017-11-03-00.00.00,15:55,52KG,13.84,110,Feb-98,222.92,RAIL,GR,2017-10-23-00.00.00,LR,666,585,22.32,LWR,STRAIGHT,525,11/3/2017,2/1/1998,7215.00
NR,MB,LRJ-HNC,UP,2018-09-04-00.00.00,0:25,52KG,40.64,110,Dec-98,481.55,SEJ,GR,2018-08-31-00.00.00,LR,1557,213,22.9,LWR,STRAIGHT,525,9/4/2018,12/1/1998,7217.00
NR,MB,LRJ-HNC,UP,2019-04-04-00.00.00,5:38,52KG,42.32,110,Jul-99,495.82,SEJ,GR,2019-03-03-00.00.00,LR,1563,734,22.9,LWR,STRAIGHT,525,4/4/2019,7/1/1999,7217.00
NR,LKO,BBK-LBH,DN,2019-07-06-00.00.00,15:55,52KG,41.27,100,Oct-99,407.08,SEJ,GR,2019-06-04-00.00.00,LR,1082,926,22.32,FP/SR,STRAIGHT,525,7/6/2019,10/1/1999,7218.00
NR,MB,MB-NBD,UP,2019-11-06-00.00.00,8:20,52KG,30.29,100,Feb-00,466.82,SEJ,GR,2019-10-15-00.00.00,LR,1496,3,22.32,LWR,STRAIGHT,525,11/6/2019,2/1/2000,7218.00
ECR,SPJ,NKE-CPJ,SL,2019-01-05-00.00.00,8:40,52KG,16.78,110,Apr-99,421.96,SEJ,GR,2019-01-04-00.00.00,LR,290,850,22.32,LWR,STRAIGHT,525,1/5/2019,4/1/1999,7219.00
ECR,DHN,BRKA-GHD,UP,2020-03-10-00.00.00,6:10,60KG,64.05,100,Jun-00,798.48,SEJ,GR,2020-02-26-00.00.00,LR,171,823,22.9,LWR,CURVE,800,3/10/2020,6/1/2000,7222.00
NR,MB,MZM-LRJ,DN,2019-11-11-00.00.00,6:45,52KG,27.38,100,Feb-00,388.25,SEJ,GR,2019-10-17-00.00.00,RR,1525,1,22.32,LWR,STRAIGHT,525,11/11/2019,2/1/2000,7223.00
ECOR,SBP,R-TIG,UP,2016-01-12-00.00.00,5:45,52KG,,110,Apr-96,735.31,RAIL,GR,2015-12-08-00.00.00,RR,177,891,22.9,LWR,STRAIGHT,525,1/12/2016,4/1/1996,7225.00
NR,DLI,DLI-ROK,UP,2019-11-13-00.00.00,7:50,52KG,21.29,100,Feb-00,598.34,SEJ,GR,2019-11-12-00.00.00,LR,47,6254,22.32,LWR,STRAIGHT,525,11/13/2019,2/1/2000,7225.00
NWR,JP,AWR-BKI,UP,2023-01-11-00.00.00,6:11,52KG,10.944,130,Apr-03,386.17,SEJ,GR,2022-08-17-00.00.00,LR,105,419,22.9,LWR,STRAIGHT,525,1/11/2023,4/1/2003,7225.00
ECR,SPJ,NKE-CPJ,SL,2019-01-13-00.00.00,8:00,52KG,16.78,110,Apr-99,421.96,SEJ,GR,2019-01-03-00.00.00,LR,288,550,22.32,LWR,CURVE,525,1/13/2019,4/1/1999,7227.00
NWR,JU,JU-LN,DN,2017-12-13-00.00.00,3:10,52KG,20.38,110,Mar-98,91.18,RAIL,GR,2017-11-15-00.00.00,RR,626,792,22.32,LWR,STRAIGHT,525,12/13/2017,3/1/1998,7227.00
ECOR,SBP,R-TIG,UP,2016-01-16-00.00.00,8:45,52KG,,110,Apr-96,735.31,RAIL,GR,2015-12-08-00.00.00,RR,177,858,22.9,LWR,STRAIGHT,525,1/16/2016,4/1/1996,7229.00
NR,MB,RAC-BE,DN,2016-10-18-00.00.00,15:30,52KG,38.3,100,Jan-97,496.46,RAIL,GR,2016-09-24-00.00.00,LR,1265,396,22.32,SWR,STRAIGHT,525,10/18/2016,1/1/1997,7230.00
NWR,JP,AWR-BKI,UP,2019-01-19-00.00.00,6:00,52KG,11.33,130,Apr-99,406.41,SEJ,GR,2019-01-10-00.00.00,RR,133,867,22.9,LWR,STRAIGHT,525,1/19/2019,4/1/1999,7233.00
NR,DLI,ROK-JHI,DN,2019-02-19-00.00.00,0:02,52KG,33.95,110,May-99,451.71,SEJ,GR,2019-02-04-00.00.00,RR,71,155,22.32,LWR,STRAIGHT,525,2/19/2019,5/1/1999,7234.00
NWR,JU,JU-LN,UP,2017-11-22-00.00.00,14:00,52KG,20.25,110,Feb-98,334.71,RAIL,GR,2017-10-23-00.00.00,RR,650,92,22.32,SWR,STRAIGHT,525,11/22/2017,2/1/1998,7234.00
ECR,SPJ,NKE-CPJ,SL,2019-01-21-00.00.00,5:30,52KG,16.78,110,Apr-99,421.96,SEJ,GR,2019-01-03-00.00.00,LR,289,350,22.32,LWR,STRAIGHT,525,1/21/2019,4/1/1999,7235.00
ECR,SEE,HJP CI,UP,2019-03-24-00.00.00,16:00,52KG,18.72,110,Jun-99,539.52,SEJ,GR,2018-12-01-00.00.00,RR,296,288,22.32,LWR,CURVE,525,3/24/2019,6/1/1999,7236.00
NR,DLI,DLI-ROK,DN,2019-12-24-00.00.00,23:35,52KG,35.22,100,Mar-00,530.01,SEJ,GR,2019-11-15-00.00.00,LR,56,123,22.32,LWR,STRAIGHT,525,12/24/2019,3/1/2000,7237.00
SR,MDU,VPT-TSI,SL,2023-03-25-00.00.00,2:30,52KG,4.018,100,Jun-03,45.93,SEJ,GR,2022-02-10-00.00.00,RR,538,748,22.32,SWR,CURVE,525,3/25/2023,6/1/2003,7237.00
ECR,SPJ,NKE-CPJ,SL,2019-01-26-00.00.00,11:45,52KG,16.78,110,Apr-99,421.96,SEJ,GR,2019-01-04-00.00.00,LR,290,750,22.32,LWR,STRAIGHT,525,1/26/2019,4/1/1999,7240.00
NWR,AII,AII MJ,UP,2017-12-26-00.00.00,5:45,52KG,14.3,130,Mar-98,325,RAIL,GR,2017-11-24-00.00.00,LR,366,800,22.9,LWR,STRAIGHT,525,12/26/2017,3/1/1998,7240.00
SR,MAS,MSB-CGL,DN,2018-02-25-00.00.00,5:45,52KG,23.1,110,May-98,247.64,RAIL,GR,2018-02-07-00.00.00,LR,43,927,22.9,LWR,CURVE,525,2/25/2018,5/1/1998,7240.00
ECOR,KUR,CTC-PRDP,UP,2018-12-27-00.00.00,7:30,60KG,46.83,110,Mar-99,596.72,SEJ,OBS Joggled Plate,2018-11-12-00.00.00,LR,415,401,25,LWR,STRAIGHT,800,12/27/2018,3/1/1999,7241.00
ECR,SPJ,NKE-CPJ,UP,2019-01-27-00.00.00,7:30,52KG,16.42,110,Apr-99,421.96,POINTS AND CROSSING,GR,2018-12-21-00.00.00,LR,262,750,22.32,LWR,STRAIGHT,525,1/27/2019,4/1/1999,7241.00
NR,MB,MB-NBD,DN,2017-06-30-00.00.00,5:00,52KG,26.71,100,Sep-97,353.65,RAIL,GR,2017-06-23-00.00.00,LR,1410,153,22.32,LWR,STRAIGHT,525,6/30/2017,9/1/1997,7242.00
SECR,BSP,BSP-APR,UP,2016-10-30-00.00.00,4:30,60KG,46,100,Jan-97,494.17,RAIL,GR,2016-09-29-00.00.00,LR,783,862,22.32,LWR,STRAIGHT,800,10/30/2016,1/1/1997,7242.00
ECOR,WAT,KRPU-KRDL,DN,2016-12-01-00.00.00,8:40,60KG,29.12,75,Feb-97,605.47,RAIL,GR,2016-09-19-00.00.00,RR,390,177,25,LWR,STRAIGHT,800,12/1/2016,2/1/1997,7243.00
WR,BCT,NOL-JL,DN,2016-02-29-00.00.00,5:45,52KG,14.38,110,May-96,630.91,RAIL,GR,2016-02-08-00.00.00,RR,20,347,22.9,SWR,STRAIGHT,525,2/29/2016,5/1/1996,7243.00
WR,BCT,NOL-JL,DN,2016-02-29-00.00.00,5:45,52KG,14.38,110,May-96,630.91,RAIL,GR,2016-02-08-00.00.00,RR,20,347,22.9,SWR,STRAIGHT,525,2/29/2016,5/1/1996,7243.00
NWR,JP,BKIJP,DN,2021-12-30-00.00.00,8:10,52KG,33.59,130,Mar-02,491.46,SEJ,GR,2021-10-06-00.00.00,LR,215,658,22.9,LWR,STRAIGHT,525,12/30/2021,3/1/2002,7244.00
CR,CSTM,DW-BSR,DN,2020-01-01-00.00.00,10:06,60KG,17.01,110,Mar-00,512.22,SEJ,GR,2019-10-21-00.00.00,LR,71,464,22.32,LWR,CURVE,800,1/1/2020,3/1/2000,7245.00
NR,DLI,HNZM-DLI,IVth Line,2020-11-04-00.00.00,19:00,52KG,14.78,110,Jan-01,222.49,SEJ,GR,2020-08-03-00.00.00,LR,1539,230,22.32,LWR,STRAIGHT,525,11/4/2020,1/1/2001,7247.00
NR,MB,MZM-LRJ,UP,2018-10-04-00.00.00,1:30,52KG,30.86,100,Dec-98,439.54,SEJ,GR,2018-08-24-00.00.00,LR,1522,245,22.32,LWR,STRAIGHT,525,10/4/2018,12/1/1998,7247.00
NWR,JU,JU-LN,UP,2017-12-07-00.00.00,1:30,52KG,20.25,110,Feb-98,338.09,RAIL,GR,2017-10-31-00.00.00,RR,631,943,22.32,LWR,STRAIGHT,525,12/7/2017,2/1/1998,7249.00
SER,CKP,RKSN - BNDM A,UP,2015-12-08-00.00.00,6:35,60KG,40.69,130,Feb-96,612.1,RAIL,GR,2015-10-17-00.00.00,LR,296,834,22.9,LWR,CURVE,800,12/8/2015,2/1/1996,7250.00
ECR,DNR,ARA-DLN,DN,2024-12-10-00.00.00,7:25,60KG,28.478,130,Feb-05,585,SEJ,GR,2024-11-15-00.00.00,RR,607,786,22.32,LWR,STRAIGHT,800,12/10/2024,2/1/2005,7252.00
NR,MB,RAC-BE,DN,2016-11-09-00.00.00,3:15,52KG,38.3,100,Jan-97,499.42,RAIL,GR,2016-08-24-00.00.00,LR,1269,712,22.32,LWR,STRAIGHT,525,11/9/2016,1/1/1997,7252.00
NWR,JP,AWR-BKI,UP,2020-02-10-00.00.00,10:35,52KG,5.48,130,Apr-00,419.65,SEJ,GR,2019-12-27-00.00.00,LR,127,394,22.9,LWR,STRAIGHT,525,2/10/2020,4/1/2000,7254.00
NR,MB,MZM-LRJ,UP,2018-10-13-00.00.00,4:40,52KG,30.86,100,Dec-98,439.54,SEJ,GR,2018-10-12-00.00.00,LR,1519,925,22.32,LWR,STRAIGHT,525,10/13/2018,12/1/1998,7256.00
NR,MB,MZM-LRJ,UP,2018-10-15-00.00.00,3:45,52KG,30.86,100,Dec-98,439.54,SEJ,GR,2018-10-12-00.00.00,RR,1520,361,22.32,LWR,STRAIGHT,525,10/15/2018,12/1/1998,7258.00
SWR,SBC,JTJ-SBC,UP,2018-12-18-00.00.00,5:40,52KG,19.49,130,Feb-99,278.42,SEJ,GR,2018-10-09-00.00.00,LR,304,512,22.9,LWR,STRAIGHT,525,12/18/2018,2/1/1999,7260.00
NR,MB,MB-GJL,DN,2022-01-16-00.00.00,3:50,60KG,42.85,110,Mar-02,341.47,SEJ,GR,2021-09-29-00.00.00,LR,34,986,22.32,LWR,STRAIGHT,800,1/16/2022,3/1/2002,7261.00
ECOR,SBP,R-TIG,DN,2016-02-18-00.00.00,8:50,52KG,,110,Apr-96,725.31,RAIL,GR,2016-01-11-00.00.00,RR,113,672,22.9,LWR,STRAIGHT,525,2/18/2016,4/1/1996,7262.00
SER,KGP,ROP-JKPR,UP,2019-11-20-00.00.00,5:45,60KG,45.68,130,Jan-00,484.38,SEJ,GR,2019-10-18-00.00.00,RR,263,316,25,LWR,STRAIGHT,800,11/20/2019,1/1/2000,7263.00
ER,ASN,STN-MDP,DN,2015-10-23-00.00.00,2:41,52KG,20.5,130,Dec-95,487.8,RAIL,GR,2015-09-28-00.00.00,RR,287,995,22.32,LWR,STRAIGHT,525,10/23/2015,12/1/1995,7266.00
SCR,SC,MLY-BN,DN,2015-09-24-00.00.00,8:20,52KG,40.74,130,Nov-95,503.52,RAIL,GR,2015-08-23-00.00.00,RR,215,462,22.32,LWR,STRAIGHT,525,9/24/2015,11/1/1995,7267.00
ECOR,SBP,R-TIG,UP,2016-01-24-00.00.00,8:30,52KG,,110,Mar-96,736.02,RAIL,GR,2015-12-07-00.00.00,RR,175,561,22.9,LWR,CURVE,525,1/24/2016,3/1/1996,7268.00
ER,ASN,STN-MDP,UP,2015-12-26-00.00.00,8:40,52KG,20.83,130,Feb-96,498.29,RAIL,GR,2015-12-02-00.00.00,LR,272,648,22.32,LWR,STRAIGHT,525,12/26/2015,2/1/1996,7268.00
NR,MB,RAC-BE,DN,2016-11-25-00.00.00,7:05,52KG,38.3,100,Jan-97,499.42,RAIL,GR,2016-09-27-00.00.00,LR,1262,758,22.32,LWR,STRAIGHT,525,11/25/2016,1/1/1997,7268.00
NR,MB,MZM-LRJ,UP,2018-10-27-00.00.00,3:10,52KG,30.86,100,Dec-98,439.54,SEJ,GR,2018-10-11-00.00.00,LR,1521,848,22.32,LWR,CURVE,525,10/27/2018,12/1/1998,7270.00
CR,PUNE,PDI-PA,DN,2016-02-27-00.00.00,5:20,60KG,27.88,110,Apr-96,385.87,RAIL,GR,2016-01-29-00.00.00,RR,139,72,25,LWR,STRAIGHT,800,2/27/2016,4/1/1996,7271.00
NR,MB,MB-CH,SL,2018-12-29-00.00.00,7:50,52KG,21.72,100,Feb-99,237.24,SEJ,GR,2018-10-22-00.00.00,LR,2,841,22.32,LWR,STRAIGHT,525,12/29/2018,2/1/1999,7271.00
SCR,BZA,SLO-CCT,UP,2019-02-26-00.00.00,3:45,52KG,17.14,110,Apr-99,148.59,SEJ,GR,2018-11-13-00.00.00,LR,12,226,22.32,LWR,STRAIGHT,525,2/26/2019,4/1/1999,7271.00
WR,BCT,ADH-BSR,STA Line,2020-12-29-00.00.00,8:34,60KG,6.02,100,Feb-01,297.17,SEJ,GR,2020-12-07-00.00.00,LR,28,600,22.9,LWR,CURVE,800,12/29/2020,2/1/2001,7271.00
NR,DLI,MTJ-OKA,IVth Line,2024-10-29-00.00.00,9:00,60KG,8.141,160,Dec-04,235,SEJ,GR,2024-08-27-00.00.00,RR,1515,923,22.9,LWR,STRAIGHT,800,10/29/2024,12/1/2004,7272.00
NWR,JU,JU-LN,UP,2017-12-30-00.00.00,23:45,52KG,20.25,110,Feb-98,338.09,RAIL,GR,2017-10-25-00.00.00,LR,637,300,22.32,LWR,STRAIGHT,525,12/30/2017,2/1/1998,7272.00
CR,PUNE,PDI-PA,DN,2015-12-01-00.00.00,12:32,60KG,25.65,110,Jan-96,388.59,RAIL,GR,2015-11-20-00.00.00,LR,137,746,25,LWR,STRAIGHT,800,12/1/2015,1/1/1996,7274.00
CR,CSTM,VSH-PNVL,UP Harbour Line,2017-06-03-00.00.00,6:00,60KG,34.71,95,Jul-97,265.42,RAIL,GR,2017-02-16-00.00.00,RR,32,623,22.32,LWR,STRAIGHT,800,6/3/2017,7/1/1997,7277.00
NR,FZR,SCPD-PTKC,UP,2019-05-04-00.00.00,3:40,52KG,25.11,110,Jun-99,376.28,SEJ,GR,2019-03-27-00.00.00,LR,12,778,22.32,SWR,STRAIGHT,525,5/4/2019,6/1/1999,7277.00
NR,LKO,LKO-ON,UP,2018-12-08-00.00.00,7:15,52KG,43.11,110,Jan-99,480.14,SEJ,OBS Joggled Plate,2018-10-29-00.00.00,LR,38,807,22.32,LWR,STRAIGHT,525,12/8/2018,1/1/1999,7281.00
ECR,DHN,BRKA-GHD,UP,2020-11-08-00.00.00,11:25,60KG,64.05,100,Dec-00,879.42,SEJ,GR,2020-11-03-00.00.00,RR,258,874,22.9,SWR,STRAIGHT,800,11/8/2020,12/1/2000,7282.00
