RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,USFDTESTDATE,LRRR,KM,METER,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,SERVICE_LIFE,FRACTURE_DATE,LAYINGDATE,DURATION
NWR,AII,MJ PNU,UP,2021-11-08-00.00.00,5:50,52KG,19.8,130,Dec-01,675.85,LWR,GR,2021-09-25-00.00.00,RR,456,781,22.9,LWR,STRAIGHT,525,11/8/2021,12/1/2001,7282.00
ECOR,SBP,TIG-SPRD,UP,2015-01-10-00.00.00,7:20,52KG,29.86,110,Feb-95,1392.72,RAIL,GR,2014-10-09-00.00.00,LR,302,242,25,LWR,STRAIGHT,350,1/10/2015,2/1/1995,7283.00
NR,MB,LRJ-HNC,UP,2018-11-09-00.00.00,5:13,52KG,40.64,110,Dec-98,487.33,SEJ,GR,2018-10-10-00.00.00,RR,1570,506,22.9,LWR,STRAIGHT,525,11/9/2018,12/1/1998,7283.00
SR,MAS,MSB-CGL,DN,2018-05-10-00.00.00,6:30,52KG,23.1,110,Jun-98,253.22,RAIL,GR,2018-02-03-00.00.00,RR,40,737,22.9,LWR,STRAIGHT,525,5/10/2018,6/1/1998,7283.00
NR,MB,MZM-LRJ,UP,2018-11-10-00.00.00,4:20,52KG,30.86,100,Dec-98,441.87,SEJ,GR,2018-10-12-00.00.00,RR,1519,926,22.32,LWR,STRAIGHT,525,11/10/2018,12/1/1998,7284.00
SECR,NAG,G-TMR,DN,2017-11-10-00.00.00,8:50,60KG,44.91,130,Dec-97,554.44,RAIL,GR,2017-10-13-00.00.00,RR,1012,638,22.32,LWR,STRAIGHT,800,11/10/2017,12/1/1997,7284.00
NR,MB,LRJ-HNC,DN,2018-03-12-00.00.00,6:05,52KG,33.09,110,Apr-98,401.44,RAIL,GR,2018-03-04-00.00.00,LR,1549,204,22.9,SWR,STRAIGHT,525,3/12/2018,4/1/1998,7285.00
NR,MB,MZM-LRJ,UP,2018-11-11-00.00.00,4:30,52KG,30.86,100,Dec-98,441.87,SEJ,GR,2018-10-12-00.00.00,LR,1518,874,22.32,LWR,STRAIGHT,525,11/11/2018,12/1/1998,7285.00
CR,PUNE,PDI-PA,DN,2015-12-13-00.00.00,5:45,60KG,25.65,110,Jan-96,388.59,RAIL,GR,2015-11-20-00.00.00,LR,137,409,25,LWR,STRAIGHT,800,12/13/2015,1/1/1996,7286.00
ECR,DHN,GHD-BXLL,DN,2021-02-10-00.00.00,4:50,60KG,28.61,100,Mar-01,438.59,LWR,GR,2021-01-27-00.00.00,RR,113,837,22.9,LWR,STRAIGHT,800,2/10/2021,3/1/2001,7286.00
NR,LKO,SLN-UTR,UP,2018-07-14-00.00.00,5:10,52KG,13.6,110,Aug-98,308.3,SEJ,GR,2018-06-12-00.00.00,LR,958,875,22.32,LWR,STRAIGHT,525,7/14/2018,8/1/1998,7287.00
NR,MB,MB-NBD,UP,2018-07-14-00.00.00,6:05,52KG,31.19,100,Aug-98,441.68,SEJ,GR,2018-05-18-00.00.00,LR,1451,582,22.32,LWR,STRAIGHT,525,7/14/2018,8/1/1998,7287.00
SR,PGT,SRR - NTVT A,UP,2019-11-13-00.00.00,17:50,52KG,11.52,110,Dec-99,248.7,SEJ,GR,2019-10-11-00.00.00,LR,868,286,22.32,LWR,STRAIGHT,525,11/13/2019,12/1/1999,7287.00
NR,DLI,MTJ-OKA,IVth Line,2024-11-14-00.00.00,2:30,60KG,8.141,160,Dec-04,237,SEJ,GR,2024-11-09-00.00.00,RR,1515,875,22.9,LWR,STRAIGHT,800,11/14/2024,12/1/2004,7288.00
NR,MB,LRJ-HNC,UP,2019-07-15-00.00.00,3:10,52KG,42.32,110,Aug-99,503.68,SEJ,GR,2019-06-30-00.00.00,LR,1570,913,22.9,LWR,STRAIGHT,525,7/15/2019,8/1/1999,7288.00
NWR,AII,AII MJ,UP,2016-12-18-00.00.00,8:05,52KG,36.32,130,Jan-97,451.73,RAIL,GR,2015-09-17-00.00.00,RR,387,358,22.9,LWR,CURVE,525,12/18/2016,1/1/1997,7291.00
CR,BSL,BSL-KNW,UP,2018-12-19-00.00.00,4:35,60KG,29.97,110,Jan-99,490.15,SEJ,GR,2018-10-23-00.00.00,RR,552,539,22.32,LWR,STRAIGHT,800,12/19/2018,1/1/1999,7292.00
SR,SA,ED-KRR,SL,2022-07-19-00.00.00,5:20,52KG,17.51,110,Aug-02,233.27,SEJ,GR,2022-06-08-00.00.00,RR,28,503,22.9,LWR,STRAIGHT,525,7/19/2022,8/1/2002,7292.00
ER,ASN,ULT-PKA,UP,2016-11-19-00.00.00,6:58,60KG,43.8,130,Dec-96,1062.52,RAIL,GR,2016-11-04-00.00.00,LR,236,974,22.9,SWR,CURVE,800,11/19/2016,12/1/1996,7293.00
NR,LKO,LKO-ON,DN,2015-06-19-00.00.00,21:45,52KG,37.36,110,Jul-95,440.69,RAIL,GR,2015-04-20-00.00.00,RR,5,294,22.32,LWR,CURVE,350,6/19/2015,7/1/1995,7293.00
NR,MB,MZM-LRJ,UP,2018-11-20-00.00.00,7:00,52KG,30.86,100,Dec-98,441.87,SEJ,GR,2018-10-22-00.00.00,LR,1530,771,22.32,LWR,CURVE,525,11/20/2018,12/1/1998,7294.00
SER,KGP,KGP-ROP,UP,2019-11-21-00.00.00,2:00,60KG,45.68,130,Dec-99,403.63,SEJ,GR,2019-10-09-00.00.00,LR,151,640,25,LWR,STRAIGHT,800,11/21/2019,12/1/1999,7295.00
SWR,SBC,OML-LOGH,SL,2016-12-23-00.00.00,5:10,52KG,9.39,110,Jan-97,117.26,RAIL,GR,2016-08-19-00.00.00,RR,161,117,22.9,LWR,CURVE,525,12/23/2016,1/1/1997,7296.00
SR,SA,SA - ED,UP,2024-03-25-00.00.00,7:15,52KG,29.588,110,Apr-04,449,SEJ,GR,2024-03-19-00.00.00,RR,391,1016,22.9,SWR,STRAIGHT,525,3/25/2024,4/1/2004,7298.00
SR,MAS,MSB-CGL,DN,2018-05-26-00.00.00,6:15,52KG,23.1,110,Jun-98,253.22,SEJ,GR,2018-01-27-00.00.00,RR,36,56,22.9,LWR,STRAIGHT,525,5/26/2018,6/1/1998,7299.00
NR,LKO,BBK-LBH,DN,2018-09-26-00.00.00,3:00,52KG,26.93,100,Oct-98,310.12,SEJ,GR,2018-06-23-00.00.00,LR,1083,133,22.32,FP/SR,STRAIGHT,525,9/26/2018,10/1/1998,7300.00
NR,MB,MB-NBD,DN,2017-06-26-00.00.00,14:10,52KG,26.71,100,Jul-97,355.62,RAIL,GR,2017-06-23-00.00.00,RR,1410,3,22.32,LWR,STRAIGHT,525,6/26/2017,7/1/1997,7300.00
NR,MB,MZM-LRJ,UP,2018-11-29-00.00.00,7:20,52KG,30.86,100,Dec-98,441.87,SEJ,GR,2018-10-12-00.00.00,LR,1519,636,22.32,LWR,STRAIGHT,525,11/29/2018,12/1/1998,7303.00
ECOR,KUR,BRAG-KUR,MID,2022-02-28-00.00.00,18:15,60KG,32.64,130,Mar-02,731.36,SEJ,GR,2022-01-28-00.00.00,RR,448,125,25,SWR,CURVE,800,2/28/2022,3/1/2002,7304.00
ECOR,KUR,CTC-PRDP,UP,2019-09-03-00.00.00,8:20,60KG,49.47,110,Sep-99,634.25,SEJ,GR,2019-07-18-00.00.00,RR,465,194,25,LWR,STRAIGHT,800,9/3/2019,9/1/1999,7307.00
ECOR,SBP,R-TIG,DN,2016-03-04-00.00.00,9:30,52KG,,110,Mar-96,726.02,RAIL,GR,2016-01-10-00.00.00,RR,110,99,22.9,LWR,STRAIGHT,525,3/4/2016,3/1/1996,7308.00
NCR,JHS,AIT BZM,DN,2019-01-04-00.00.00,5:50,52KG,19.68,110,Jan-99,366.91,SEJ,GR,2019-01-01-00.00.00,RR,1240,180,22.32,LWR,STRAIGHT,525,1/4/2019,1/1/1999,7308.00
NR,LKO,ON CNB,DN,2015-11-04-00.00.00,20:35,52KG,44.44,110,Nov-95,515.11,RAIL,GR,2015-10-28-00.00.00,RR,69,504,22.32,SWR,CURVE,525,11/4/2015,11/1/1995,7308.00
NR,MB,MZM-LRJ,UP,2018-12-04-00.00.00,0:15,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-10-12-00.00.00,LR,1519,423,22.32,LWR,STRAIGHT,525,12/4/2018,12/1/1998,7308.00
ER,ASN,STN-MDP,UP,2016-02-05-00.00.00,6:30,52KG,20.88,130,Feb-96,502.02,RAIL,GR,2015-12-01-00.00.00,LR,278,412,22.32,LWR,STRAIGHT,525,2/5/2016,2/1/1996,7309.00
NR,MB,MZM-LRJ,UP,2018-12-07-00.00.00,6:25,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-10-23-00.00.00,RR,1532,236,22.32,LWR,STRAIGHT,525,12/7/2018,12/1/1998,7311.00
NWR,JU,LUNI-MJ,SL,2017-12-07-00.00.00,9:05,52KG,16.97,110,Dec-97,205.04,RAIL,GR,2017-09-28-00.00.00,RR,657,990,22.32,LWR,STRAIGHT,525,12/7/2017,12/1/1997,7311.00
NR,MB,MZM-LRJ,UP,2018-12-08-00.00.00,6:35,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-11-13-00.00.00,LR,1515,841,22.32,LWR,CURVE,525,12/8/2018,12/1/1998,7312.00
NR,MB,LRJ-HNC,UP,2018-12-09-00.00.00,7:10,52KG,40.64,110,Dec-98,490.23,SEJ,GR,2018-12-05-00.00.00,LR,1557,224,22.9,LWR,CURVE,525,12/9/2018,12/1/1998,7313.00
SWR,SBC,OML-LOGH,DN,2017-01-09-00.00.00,8:00,52KG,,110,Jan-97,117.26,RAIL,GR,2016-08-26-00.00.00,RR,187,206,22.9,LWR,STRAIGHT,525,1/9/2017,1/1/1997,7313.00
NR,MB,MB-NBD,UP,2018-12-10-00.00.00,16:15,52KG,31.19,100,Dec-98,448.87,SEJ,OBS Joggled Plate,2018-10-20-00.00.00,RR,1456,530,22.32,LWR,STRAIGHT,525,12/10/2018,12/1/1998,7314.00
NR,LKO,FD-BBK,DN,2019-05-12-00.00.00,10:20,52KG,39.39,100,May-99,415.42,SEJ,GR,2019-03-30-00.00.00,RR,1044,73,22.32,LWR,STRAIGHT,525,5/12/2019,5/1/1999,7316.00
NR,MB,LRJ-HNC,DN,2018-04-12-00.00.00,4:55,52KG,33.09,110,Apr-98,403.96,RAIL,OBS Joggled Plate,2018-04-01-00.00.00,RR,1544,268,22.9,SWR,STRAIGHT,525,4/12/2018,4/1/1998,7316.00
NR,MB,MZM-LRJ,UP,2018-12-12-00.00.00,1:35,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-10-12-00.00.00,RR,1520,172,22.32,LWR,STRAIGHT,525,12/12/2018,12/1/1998,7316.00
NR,LKO,SLN-UTR,UP,2018-10-14-00.00.00,7:25,52KG,13.6,110,Oct-98,339.19,SEJ,GR,2018-09-16-00.00.00,RR,945,239,22.32,LWR,STRAIGHT,525,10/14/2018,10/1/1998,7318.00
NR,LKO,SHG-ABP,DN,2018-10-15-00.00.00,8:45,52KG,,100,Oct-98,451.13,SEJ,GR,2018-09-05-00.00.00,RR,901,116,22.32,LWR,STRAIGHT,525,10/15/2018,10/1/1998,7319.00
NR,MB,MB-NBD,UP,2018-05-15-00.00.00,8:00,52KG,31.19,100,May-98,440.42,RAIL,GR,2018-02-21-00.00.00,RR,1436,398,22.32,LWR,CURVE,525,5/15/2018,5/1/1998,7319.00
NR,MB,MZM-LRJ,UP,2018-12-15-00.00.00,11:20,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-12-10-00.00.00,LR,1532,777,22.32,LWR,STRAIGHT,525,12/15/2018,12/1/1998,7319.00
SR,MAS,CGL-MLPM-AJJ,SL,2019-11-16-00.00.00,18:20,52KG,4.81,90,Nov-99,61.85,SEJ,GR,2018-01-29-00.00.00,RR,8,845,22.9,LWR,STRAIGHT,525,11/16/2019,11/1/1999,7320.00
ER,ASN,STN-MDP,UP,2016-02-17-00.00.00,6:10,52KG,20.88,130,Feb-96,502.02,RAIL,GR,2015-12-01-00.00.00,LR,278,938,22.32,LWR,STRAIGHT,525,2/17/2016,2/1/1996,7321.00
NR,MB,MZM-LRJ,UP,2018-12-19-00.00.00,4:30,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-12-15-00.00.00,RR,1519,348,22.32,LWR,STRAIGHT,525,12/19/2018,12/1/1998,7323.00
NR,MB,LRJ-HNC,UP,2019-07-20-00.00.00,11:00,52KG,42.32,110,Jul-99,504.81,SEJ,GR,2019-06-06-00.00.00,RR,1563,454,22.9,SWR,STRAIGHT,525,7/20/2019,7/1/1999,7324.00
NR,MB,BE-MB,UP,2020-02-21-00.00.00,12:55,52KG,34.62,100,Feb-00,516.32,LWR,GR,2019-11-30-00.00.00,LR,1353,303,22.32,LWR,STRAIGHT,525,2/21/2020,2/1/2000,7325.00
NR,MB,MB-NBD,UP,2018-11-21-00.00.00,10:00,52KG,31.19,100,Nov-98,447.66,SEJ,GR,2018-10-20-00.00.00,LR,1457,830,22.32,SWR,STRAIGHT,525,11/21/2018,11/1/1998,7325.00
NR,MB,MZM-LRJ,UP,2018-12-23-00.00.00,4:55,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-12-15-00.00.00,LR,1518,9,22.32,LWR,STRAIGHT,525,12/23/2018,12/1/1998,7327.00
CR,BSL,BSL-KNW,DN,2021-04-24-00.00.00,6:43,60KG,31,110,Apr-01,513.77,SEJ,GR,2021-03-05-00.00.00,LR,477,509,22.32,LWR,STRAIGHT,800,4/24/2021,4/1/2001,7328.00
NR,DLI,ROK-JHI,UP,2022-05-24-00.00.00,9:00,52KG,32.69,110,May-02,621.49,SEJ,GR,2022-04-14-00.00.00,RR,70,62,22.32,LWR,STRAIGHT,525,5/24/2022,5/1/2002,7328.00
NR,MB,MZM-LRJ,UP,2018-12-24-00.00.00,7:00,52KG,30.86,100,Dec-98,444.2,SEJ,GR,2018-12-10-00.00.00,RR,1534,309,22.32,LWR,STRAIGHT,525,12/24/2018,12/1/1998,7328.00
NR,LKO,LKO-ON,DN,2015-07-27-00.00.00,20:45,52KG,37.36,110,Jul-95,443.67,RAIL,GR,2015-07-14-00.00.00,RR,5,304,22.32,LWR,CURVE,350,7/27/2015,7/1/1995,7331.00
SR,MAS,MSB-CGL,DN,2018-06-27-00.00.00,0:20,52KG,23.1,110,Jun-98,255.83,SEJ,GR,2018-06-02-00.00.00,RR,40,786,22.9,LWR,STRAIGHT,525,6/27/2018,6/1/1998,7331.00
NR,FZR,JUC-BES,UP,2021-07-28-00.00.00,7:50,52KG,23.46,110,Jul-01,366.42,SEJ,GR,2021-06-18-00.00.00,LR,433,84,22.32,SWR,STRAIGHT,525,7/28/2021,7/1/2001,7332.00
ECOR,SBP,R-TIG,UP,2016-01-29-00.00.00,9:15,52KG,,110,Jan-96,727.43,RAIL,GR,2015-12-21-00.00.00,RR,187,872,22.9,LWR,STRAIGHT,525,1/29/2016,1/1/1996,7333.00
CR,NGP,TAE-BPQ,DN,2023-03-02-00.00.00,6:20,60KG,31.525,130,Feb-03,978.05,SEJ,GR,2023-01-12-00.00.00,LR,891,35,22.9,SWR,STRAIGHT,800,3/2/2023,2/1/2003,7334.00
ECR,DDU,GYA-SEB,UP,2018-12-02-00.00.00,7:00,60KG,57,130,Nov-98,1183.11,SEJ,GR,2018-11-21-00.00.00,LR,477,648,22.32,SWR,STRAIGHT,800,12/2/2018,11/1/1998,7336.00
NR,MB,MB-NBD,UP,2018-12-03-00.00.00,7:30,52KG,31.19,100,Nov-98,450.02,SEJ,GR,2018-10-20-00.00.00,LR,1453,524,22.32,LWR,CURVE,525,12/3/2018,11/1/1998,7337.00
NR,MB,LRJ-RWL,UP,2015-01-03-00.00.00,18:00,52KG,28.42,50,Dec-94,275.85,RAIL,GR,2014-10-09-00.00.00,RR,2,839,22.32,LWR,CURVE,525,1/3/2015,12/1/1994,7338.00
SR,PGT,SRR - NTVT A,DN,2018-03-06-00.00.00,8:30,52KG,13.54,110,Feb-98,227.44,RAIL,OBS Joggled Plate,2017-10-23-00.00.00,RR,665,626,22.32,LWR,STRAIGHT,525,3/6/2018,2/1/1998,7338.00
NR,LKO,LKO-ON,DN,2020-11-06-00.00.00,5:15,60KG,42.23,110,Oct-00,620.14,SEJ,GR,2020-09-22-00.00.00,RR,11,422,22.32,SWR,STRAIGHT,800,11/6/2020,10/1/2000,7341.00
NR,LKO,LKO-ON,DN,2015-08-06-00.00.00,11:00,52KG,37.36,110,Jul-95,446.64,RAIL,GR,2015-07-18-00.00.00,RR,22,216,22.32,LWR,STRAIGHT,525,8/6/2015,7/1/1995,7341.00
SWR,SBC,OML-LOGH,SL,2017-02-06-00.00.00,5:30,52KG,8.16,110,Jan-97,117.26,RAIL,GR,2016-08-19-00.00.00,LR,162,234,22.9,LWR,STRAIGHT,525,2/6/2017,1/1/1997,7341.00
CR,BSL,MMR-CSN,UP,2019-11-08-00.00.00,8:50,60KG,46.39,130,Oct-99,716.15,SEJ,GR,2019-10-05-00.00.00,RR,267,229,22.32,LWR,STRAIGHT,800,11/8/2019,10/1/1999,7343.00
CR,CSTM,DW -KLMG,DN,2019-07-09-00.00.00,11:20,60KG,29.03,110,Jun-99,551.75,SEJ,GR,2019-06-24-00.00.00,RR,53,220,22.32,LWR,STRAIGHT,800,7/9/2019,6/1/1999,7343.00
NR,FZR,LDH-PHR,UP,2019-12-09-00.00.00,0:50,52KG,42.95,110,Nov-99,672.86,SEJ,GR,2019-11-18-00.00.00,RR,375,950,22.32,LWR,STRAIGHT,525,12/9/2019,11/1/1999,7343.00
NR,LKO,BBK-LBH,DN,2017-10-09-00.00.00,8:20,52KG,37.06,100,Sep-97,349.92,RAIL,OBS Joggled Plate,2017-07-19-00.00.00,RR,1075,130,22.32,FP/SR,STRAIGHT,525,10/9/2017,9/1/1997,7343.00
NCR,JHS,AIT BZM,DN,2018-05-10-00.00.00,0:20,52KG,12.64,110,Apr-98,383.57,RAIL,GR,2018-03-03-00.00.00,RR,1327,456,22.32,FP/SR,STRAIGHT,525,5/10/2018,4/1/1998,7344.00
ECR,SPJ,SGL - NKE,SL,2017-04-10-00.00.00,7:00,52KG,39.78,110,Mar-97,497.23,RAIL,GR,2017-04-04-00.00.00,LR,188,610,22.32,LWR,STRAIGHT,525,4/10/2017,3/1/1997,7345.00
ER,ASN,STN-MDP,DN,2016-01-10-00.00.00,7:00,52KG,20.23,130,Dec-95,744.66,RAIL,GR,2015-10-03-00.00.00,RR,292,550,22.32,LWR,STRAIGHT,525,1/10/2016,12/1/1995,7345.00
NR,DLI,JHI-NRW,DN,2019-05-11-00.00.00,6:30,52KG,36.57,110,Apr-99,492.77,RAIL,GR,2019-04-23-00.00.00,RR,127,789,22.32,LWR,STRAIGHT,525,5/11/2019,4/1/1999,7345.00
NR,MB,MB-NBD,DN,2017-08-12-00.00.00,11:40,52KG,26.71,100,Jul-97,359.58,RAIL,GR,2017-06-23-00.00.00,RR,1410,142,22.32,LWR,STRAIGHT,525,8/12/2017,7/1/1997,7347.00
SR,MAS,MSB-CGL,DN,2019-01-12-00.00.00,23:45,52KG,30.91,110,Dec-98,269.19,SEJ,GR,2018-10-08-00.00.00,RR,44,34,22.9,LWR,STRAIGHT,525,1/12/2019,12/1/1998,7347.00
NCR,AGRA,BTE-BKI,SL,2024-02-13-00.00.00,3:00,52KG,29.7,110,Jan-04,444,SEJ,GR,2023-12-18-00.00.00,RR,99,396,22.9,SWR,STRAIGHT,525,2/13/2024,1/1/2004,7348.00
ECR,SEE,SPJ - MFP,DN,2018-12-15-00.00.00,6:50,52KG,19.84,110,Nov-98,431.13,SEJ,GR,2018-09-25-00.00.00,LR,81,989,22.32,SWR,STRAIGHT,525,12/15/2018,11/1/1998,7349.00
NR,FZR,LDH-PHR,DN,2015-05-15-00.00.00,8:40,52KG,37.27,110,Apr-95,573.96,RAIL,GR,2015-03-31-00.00.00,LR,387,416,22.32,LWR,STRAIGHT,525,5/15/2015,4/1/1995,7349.00
NR,JAT,BHRL-JAT,DN,2017-10-20-00.00.00,9:00,52KG,18.25,110,Sep-97,319.51,RAIL,GR,2017-10-11-00.00.00,LR,55,8641,22.32,SWR,STRAIGHT,525,10/20/2017,9/1/1997,7354.00
SECR,R,R-DUG,DN,2023-11-19-00.00.00,3:20,60KG,40.997,130,Oct-03,826,SEJ,OBS Joggled Plate,2023-10-21-00.00.00,RR,857,91,22.9,LWR,CURVE,800,11/19/2023,10/1/2003,7354.00
NR,MB,MZM-LRJ,UP,2019-01-20-00.00.00,4:20,52KG,29.91,100,Dec-98,446.54,SEJ,GR,2019-01-02-00.00.00,LR,1515,578,22.32,LWR,CURVE,525,1/20/2019,12/1/1998,7355.00
NR,MB,MZM-LRJ,UP,2019-01-20-00.00.00,2:30,52KG,29.91,100,Dec-98,446.54,SEJ,GR,2019-01-19-00.00.00,LR,1530,522,22.32,LWR,CURVE,525,1/20/2019,12/1/1998,7355.00
NR,MB,MZM-LRJ,UP,2019-01-24-00.00.00,5:00,52KG,29.91,100,Dec-98,451.2,SEJ,GR,2019-01-19-00.00.00,LR,1530,529,22.32,LWR,CURVE,525,1/24/2019,12/1/1998,7359.00
NR,MB,MZM-LRJ,UP,2019-01-24-00.00.00,5:00,52KG,29.91,100,Dec-98,446.54,SEJ,GR,2019-01-19-00.00.00,LR,1530,529,22.32,LWR,CURVE,525,1/24/2019,12/1/1998,7359.00
SCR,BZA,BZA-NDD,DN,2021-01-24-00.00.00,23:50,60KG,47.34,130,Dec-00,685.65,SEJ,GR,2020-12-02-00.00.00,RR,553,172,22.32,LWR,STRAIGHT,800,1/24/2021,12/1/2000,7359.00
NR,MB,MB-NBD,DN,2017-10-26-00.00.00,2:50,52KG,26.71,100,Sep-97,361.57,RAIL,GR,2017-09-07-00.00.00,LR,1410,134,22.32,LWR,STRAIGHT,525,10/26/2017,9/1/1997,7360.00
CR,BSL,PC-JL,UP,2018-11-26-00.00.00,8:05,60KG,46.16,130,Oct-98,752.4,SLEEPER,GR,2018-11-20-00.00.00,RR,419,307,22.32,SWR,STRAIGHT,800,11/26/2018,10/1/1998,7361.00
ECOR,WAT,KRPU-KRDL,DN,2015-06-27-00.00.00,8:05,60KG,21.81,75,May-95,604.06,RAIL,GR,2015-04-01-00.00.00,RR,384,516,25,LWR,CURVE,800,6/27/2015,5/1/1995,7362.00
NR,MB,MZM-LRJ,UP,2019-01-28-00.00.00,5:25,52KG,29.91,100,Dec-98,446.54,SEJ,GR,2018-12-15-00.00.00,RR,1520,651,22.32,LWR,STRAIGHT,525,1/28/2019,12/1/1998,7363.00
SCR,SC,WD-VKB,UP,2018-10-30-00.00.00,7:10,52KG,29.83,110,Sep-98,502.8,SEJ,GR,2018-08-18-00.00.00,RR,109,843,22.9,LWR,CURVE,525,10/30/2018,9/1/1998,7364.00
NR,FZR,LDH-PHR,DN,2015-05-31-00.00.00,12:40,52KG,37.27,110,Apr-95,590.19,RAIL,GR,2015-05-29-00.00.00,RR,386,111,22.32,FP/SR,STRAIGHT,525,5/31/2015,4/1/1995,7365.00
NR,LKO,JNH-PFM,SL,2024-01-30-00.00.00,5:20,52KG,7.038,100,Dec-03,562,SEJ,GR,2024-01-23-00.00.00,RR,41,732,22.32,SWR,STRAIGHT,525,1/30/2024,12/1/2003,7365.00
NR,LKO,LKO-ON,DN,2020-11-30-00.00.00,1:25,60KG,42.23,110,Oct-00,620.14,SEJ,GR,2020-11-24-00.00.00,RR,11,435,22.32,SWR,STRAIGHT,800,11/30/2020,10/1/2000,7365.00
NR,MB,LRJ-HNC,DN,2019-07-31-00.00.00,8:50,52KG,32.59,110,Jun-99,432.23,SEJ,GR,2019-06-15-00.00.00,RR,1570,90,22.9,SWR,STRAIGHT,525,7/31/2019,6/1/1999,7365.00
CR,SUR,DD-KWV,UP,2022-02-01-00.00.00,6:15,52KG,41,130,Dec-01,408.14,SEJ,GR,2021-11-23-00.00.00,RR,294,79,25,LWR,CURVE,525,2/1/2022,12/1/2001,7367.00
SR,PGT,SRR - NTVT A,UP,2024-01-02-00.00.00,6:50,52KG,17.974,110,Nov-03,255,SEJ,GR,2023-09-06-00.00.00,RR,661,307,22.32,SWR,STRAIGHT,525,1/2/2024,11/1/2003,7367.00
CR,CSTM,CSTM-CLA,UP,2018-01-04-00.00.00,10:45,60KG,37.17,110,Nov-97,711.17,RAIL,GR,2017-12-26-00.00.00,RR,10,864,22.32,SWR,STRAIGHT,800,1/4/2018,11/1/1997,7369.00
NR,LKO,SLN-UTR,DN,2019-12-04-00.00.00,7:30,52KG,15.31,110,Oct-99,347.85,SEJ,GR,2019-08-14-00.00.00,RR,925,951,22.32,LWR,STRAIGHT,525,12/4/2019,10/1/1999,7369.00
NR,MB,MB-NBD,UP,2019-02-03-00.00.00,6:10,52KG,30.29,100,Dec-98,453.58,SEJ,GR,2018-12-24-00.00.00,RR,1456,466,22.32,LWR,STRAIGHT,525,2/3/2019,12/1/1998,7369.00
NR,MB,MZM-LRJ,DN,2015-02-03-00.00.00,21:30,52KG,23.96,100,Dec-94,320.84,RAIL,GR,2015-01-02-00.00.00,RR,1537,880,22.32,LWR,STRAIGHT,525,2/3/2015,12/1/1994,7369.00
CR,SUR,DD-KWV,UP,2022-02-04-00.00.00,1:30,52KG,41,130,Dec-01,410.3,SEJ,GR,2022-01-10-00.00.00,LR,286,156,25,LWR,CURVE,525,2/4/2022,12/1/2001,7370.00
NR,JAT,SCPD-PTKC,DN,2016-01-05-00.00.00,22:30,52KG,19.3,110,Nov-95,291.79,RAIL,GR,2015-07-15-00.00.00,LR,81,374,22.32,SWR,STRAIGHT,525,1/5/2016,11/1/1995,7370.00
NR,MB,HPU-GZB,DN,2019-02-04-00.00.00,3:50,52KG,24.35,110,Dec-98,339.86,SEJ,GR,2018-11-22-00.00.00,LR,134,450,22.32,SWR,STRAIGHT,525,2/4/2019,12/1/1998,7370.00
NR,MB,MZM-LRJ,UP,2019-02-06-00.00.00,6:25,52KG,29.91,100,Dec-98,448.87,SEJ,GR,2019-01-02-00.00.00,RR,1515,471,22.32,LWR,CURVE,525,2/6/2019,12/1/1998,7372.00
NR,DLI,MTC-TPZ,DN,2016-06-11-00.00.00,6:30,52KG,30,110,Apr-96,379.07,RAIL,GR,2016-05-29-00.00.00,LR,126,895,22.32,LWR,STRAIGHT,350,6/11/2016,4/1/1996,7376.00
NR,JAT,SCPD-PTKC,DN,2015-12-11-00.00.00,23:20,52KG,17.64,110,Oct-95,292.66,RAIL,GR,2015-07-07-00.00.00,LR,63,90,22.32,LWR,STRAIGHT,525,12/11/2015,10/1/1995,7376.00
NR,MB,MZM-LRJ,UP,2019-02-10-00.00.00,2:55,52KG,29.91,100,Dec-98,448.87,SEJ,GR,2019-01-19-00.00.00,LR,1530,457,22.32,LWR,CURVE,525,2/10/2019,12/1/1998,7376.00
ECOR,WAT,KRPU-KRDL,DN,2016-07-12-00.00.00,4:30,60KG,29.12,75,May-96,732.39,RAIL,GR,2016-06-13-00.00.00,LR,339,252,25,LWR,STRAIGHT,800,7/12/2016,5/1/1996,7377.00
ECR,SPJ,NKE-CPJ,UP,2019-06-12-00.00.00,6:01,52KG,16.42,110,Apr-99,490.88,SEJ,GR,2019-06-06-00.00.00,LR,278,450,22.32,SWR,STRAIGHT,525,6/12/2019,4/1/1999,7377.00
SER,KGP,NMP - TATA,UP,2019-02-11-00.00.00,8:00,60KG,44.95,130,Dec-98,600.98,SEJ,GR,2019-01-31-00.00.00,LR,132,692,25,LWR,STRAIGHT,800,2/11/2019,12/1/1998,7377.00
